date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:53:14	16639/16639	---M--	200	added ('OK')	text/html	date:Thu,%2001%20Feb%202018%2021:03:26%20GMT	http://galaxyanalytics.net/demos/psycology/therapy-for-children.html	C:/Users/david/Documents/Projetos/Templates/psychology%20care/galaxyanalytics.net/demos/psycology/therapy-for-children.html	(from http://galaxyanalytics.net/demos/psycology/)
12:53:14	16315/16315	---M--	200	added ('OK')	text/html	date:Thu,%2001%20Feb%202018%2020:58:48%20GMT	http://galaxyanalytics.net/demos/psycology/family-psycology.html	C:/Users/david/Documents/Projetos/Templates/psychology%20care/galaxyanalytics.net/demos/psycology/family-psycology.html	(from http://galaxyanalytics.net/demos/psycology/)
12:53:15	16616/16616	---M--	200	added ('OK')	text/html	date:Thu,%2001%20Feb%202018%2020:59:00%20GMT	http://galaxyanalytics.net/demos/psycology/gruop-therapy.html	C:/Users/david/Documents/Projetos/Templates/psychology%20care/galaxyanalytics.net/demos/psycology/gruop-therapy.html	(from http://galaxyanalytics.net/demos/psycology/)
12:53:16	20125/20125	---M--	200	added ('OK')	text/html	date:Thu,%2001%20Feb%202018%2020:57:44%20GMT	http://galaxyanalytics.net/demos/psycology/about-us.html	C:/Users/david/Documents/Projetos/Templates/psychology%20care/galaxyanalytics.net/demos/psycology/about-us.html	(from http://galaxyanalytics.net/demos/psycology/)
12:53:16	15063/15063	---M--	200	added ('OK')	text/html	date:Thu,%2001%20Feb%202018%2020:58:16%20GMT	http://galaxyanalytics.net/demos/psycology/counsellors.html	C:/Users/david/Documents/Projetos/Templates/psychology%20care/galaxyanalytics.net/demos/psycology/counsellors.html	(from http://galaxyanalytics.net/demos/psycology/)
12:53:17	14348/14348	---M--	200	added ('OK')	text/html	date:Thu,%2001%20Feb%202018%2020:58:56%20GMT	http://galaxyanalytics.net/demos/psycology/gallery.html	C:/Users/david/Documents/Projetos/Templates/psychology%20care/galaxyanalytics.net/demos/psycology/gallery.html	(from http://galaxyanalytics.net/demos/psycology/)
12:53:17	14584/14584	---M--	200	added ('OK')	text/html	date:Thu,%2001%20Feb%202018%2020:58:54%20GMT	http://galaxyanalytics.net/demos/psycology/gallery-fluid.html	C:/Users/david/Documents/Projetos/Templates/psychology%20care/galaxyanalytics.net/demos/psycology/gallery-fluid.html	(from http://galaxyanalytics.net/demos/psycology/)
12:53:18	11599/11599	---M--	200	added ('OK')	text/html	date:Thu,%2001%20Feb%202018%2020:57:40%20GMT	http://galaxyanalytics.net/demos/psycology/404.html	C:/Users/david/Documents/Projetos/Templates/psychology%20care/galaxyanalytics.net/demos/psycology/404.html	(from http://galaxyanalytics.net/demos/psycology/)
12:53:18	18959/18959	---M--	200	added ('OK')	text/html	date:Thu,%2001%20Feb%202018%2020:58:52%20GMT	http://galaxyanalytics.net/demos/psycology/faq.html	C:/Users/david/Documents/Projetos/Templates/psychology%20care/galaxyanalytics.net/demos/psycology/faq.html	(from http://galaxyanalytics.net/demos/psycology/)
12:53:19	8050/8050	---M--	200	added ('OK')	text/html	date:Thu,%2001%20Feb%202018%2020:58:10%20GMT	http://galaxyanalytics.net/demos/psycology/comming-soon.html	C:/Users/david/Documents/Projetos/Templates/psychology%20care/galaxyanalytics.net/demos/psycology/comming-soon.html	(from http://galaxyanalytics.net/demos/psycology/)
12:53:19	17322/17322	---M--	200	added ('OK')	text/html	date:Thu,%2001%20Feb%202018%2021:03:22%20GMT	http://galaxyanalytics.net/demos/psycology/testimonials.html	C:/Users/david/Documents/Projetos/Templates/psychology%20care/galaxyanalytics.net/demos/psycology/testimonials.html	(from http://galaxyanalytics.net/demos/psycology/)
12:53:20	22064/22064	---M--	200	added ('OK')	text/html	date:Thu,%2001%20Feb%202018%2020:58:00%20GMT	http://galaxyanalytics.net/demos/psycology/blog.html	C:/Users/david/Documents/Projetos/Templates/psychology%20care/galaxyanalytics.net/demos/psycology/blog.html	(from http://galaxyanalytics.net/demos/psycology/)
12:53:21	23219/23219	---M--	200	added ('OK')	text/html	date:Thu,%2001%20Feb%202018%2020:57:54%20GMT	http://galaxyanalytics.net/demos/psycology/blog-details.html	C:/Users/david/Documents/Projetos/Templates/psychology%20care/galaxyanalytics.net/demos/psycology/blog-details.html	(from http://galaxyanalytics.net/demos/psycology/)
12:53:21	15292/15292	---M--	200	added ('OK')	text/html	date:Thu,%2001%20Feb%202018%2020:58:14%20GMT	http://galaxyanalytics.net/demos/psycology/contacts.html	C:/Users/david/Documents/Projetos/Templates/psychology%20care/galaxyanalytics.net/demos/psycology/contacts.html	(from http://galaxyanalytics.net/demos/psycology/)
12:53:24	11911/11911	---M--	200	added ('OK')	image/jpeg	date:Thu,%2001%20Feb%202018%2020:25:00%20GMT	http://galaxyanalytics.net/demos/psycology/img/tumb-img1.jpg	C:/Users/david/Documents/Projetos/Templates/psychology%20care/galaxyanalytics.net/demos/psycology/img/tumb-img1.jpg	(from http://galaxyanalytics.net/demos/psycology/)
12:53:26	10848/10848	---M--	200	added ('OK')	image/jpeg	date:Thu,%2001%20Feb%202018%2020:25:00%20GMT	http://galaxyanalytics.net/demos/psycology/img/tumb-img3.jpg	C:/Users/david/Documents/Projetos/Templates/psychology%20care/galaxyanalytics.net/demos/psycology/img/tumb-img3.jpg	(from http://galaxyanalytics.net/demos/psycology/)
12:53:27	41350/41350	---M--	200	added ('OK')	image/jpeg	date:Thu,%2001%20Feb%202018%2020:24:58%20GMT	http://galaxyanalytics.net/demos/psycology/img/main-banner2.jpg	C:/Users/david/Documents/Projetos/Templates/psychology%20care/galaxyanalytics.net/demos/psycology/img/main-banner2.jpg	(from http://galaxyanalytics.net/demos/psycology/)
12:53:28	9668/9668	---M--	200	added ('OK')	image/jpeg	date:Thu,%2001%20Feb%202018%2020:25:00%20GMT	http://galaxyanalytics.net/demos/psycology/img/tumb-img4.jpg	C:/Users/david/Documents/Projetos/Templates/psychology%20care/galaxyanalytics.net/demos/psycology/img/tumb-img4.jpg	(from http://galaxyanalytics.net/demos/psycology/)
12:53:28	45781/45781	---M--	200	added ('OK')	image/jpeg	date:Thu,%2001%20Feb%202018%2020:24:58%20GMT	http://galaxyanalytics.net/demos/psycology/img/main-banner3.jpg	C:/Users/david/Documents/Projetos/Templates/psychology%20care/galaxyanalytics.net/demos/psycology/img/main-banner3.jpg	(from http://galaxyanalytics.net/demos/psycology/)
12:53:29	11277/11277	---M--	200	added ('OK')	image/jpeg	date:Thu,%2001%20Feb%202018%2020:25:00%20GMT	http://galaxyanalytics.net/demos/psycology/img/tumb-img5.jpg	C:/Users/david/Documents/Projetos/Templates/psychology%20care/galaxyanalytics.net/demos/psycology/img/tumb-img5.jpg	(from http://galaxyanalytics.net/demos/psycology/)
12:53:32	11659/11659	---M--	200	added ('OK')	image/jpeg	date:Thu,%2001%20Feb%202018%2020:24:56%20GMT	http://galaxyanalytics.net/demos/psycology/img/about-us-img.jpg	C:/Users/david/Documents/Projetos/Templates/psychology%20care/galaxyanalytics.net/demos/psycology/img/about-us-img.jpg	(from http://galaxyanalytics.net/demos/psycology/)
12:53:32	20368/20368	---M--	200	added ('OK')	image/jpeg	date:Thu,%2001%20Feb%202018%2020:24:58%20GMT	http://galaxyanalytics.net/demos/psycology/img/persone-bg.jpg	C:/Users/david/Documents/Projetos/Templates/psychology%20care/galaxyanalytics.net/demos/psycology/img/persone-bg.jpg	(from http://galaxyanalytics.net/demos/psycology/)
12:53:33	8625/8625	---M--	200	added ('OK')	image/jpeg	date:Thu,%2001%20Feb%202018%2020:24:56%20GMT	http://galaxyanalytics.net/demos/psycology/img/about-us-img2.jpg	C:/Users/david/Documents/Projetos/Templates/psychology%20care/galaxyanalytics.net/demos/psycology/img/about-us-img2.jpg	(from http://galaxyanalytics.net/demos/psycology/)
12:53:34	89194/89194	---M--	200	added ('OK')	image/jpeg	date:Thu,%2001%20Feb%202018%2020:24:58%20GMT	http://galaxyanalytics.net/demos/psycology/img/main-banner.jpg	C:/Users/david/Documents/Projetos/Templates/psychology%20care/galaxyanalytics.net/demos/psycology/img/main-banner.jpg	(from http://galaxyanalytics.net/demos/psycology/)
12:53:34	14458/14458	---M--	200	added ('OK')	image/jpeg	date:Thu,%2001%20Feb%202018%2020:24:58%20GMT	http://galaxyanalytics.net/demos/psycology/img/persone-img.jpg	C:/Users/david/Documents/Projetos/Templates/psychology%20care/galaxyanalytics.net/demos/psycology/img/persone-img.jpg	(from http://galaxyanalytics.net/demos/psycology/)
12:53:36	18147/18147	---M--	200	added ('OK')	image/jpeg	date:Thu,%2001%20Feb%202018%2020:24:58%20GMT	http://galaxyanalytics.net/demos/psycology/img/persone-img2.jpg	C:/Users/david/Documents/Projetos/Templates/psychology%20care/galaxyanalytics.net/demos/psycology/img/persone-img2.jpg	(from http://galaxyanalytics.net/demos/psycology/)
12:53:37	16359/16359	---M--	200	added ('OK')	image/jpeg	date:Thu,%2001%20Feb%202018%2020:24:58%20GMT	http://galaxyanalytics.net/demos/psycology/img/persone-img3.jpg	C:/Users/david/Documents/Projetos/Templates/psychology%20care/galaxyanalytics.net/demos/psycology/img/persone-img3.jpg	(from http://galaxyanalytics.net/demos/psycology/)
12:53:39	17142/17142	---M--	200	added ('OK')	image/jpeg	date:Thu,%2001%20Feb%202018%2020:25:00%20GMT	http://galaxyanalytics.net/demos/psycology/img/tumb-img2.jpg	C:/Users/david/Documents/Projetos/Templates/psychology%20care/galaxyanalytics.net/demos/psycology/img/tumb-img2.jpg	(from http://galaxyanalytics.net/demos/psycology/)
12:53:39	13896/13896	---M--	200	added ('OK')	image/jpeg	date:Thu,%2001%20Feb%202018%2020:24:58%20GMT	http://galaxyanalytics.net/demos/psycology/img/news-image.jpg	C:/Users/david/Documents/Projetos/Templates/psychology%20care/galaxyanalytics.net/demos/psycology/img/news-image.jpg	(from http://galaxyanalytics.net/demos/psycology/)
12:53:41	9646/9646	---M--	200	added ('OK')	image/jpeg	date:Thu,%2001%20Feb%202018%2020:24:58%20GMT	http://galaxyanalytics.net/demos/psycology/img/news-image2.jpg	C:/Users/david/Documents/Projetos/Templates/psychology%20care/galaxyanalytics.net/demos/psycology/img/news-image2.jpg	(from http://galaxyanalytics.net/demos/psycology/)
12:53:42	4158/4158	---M--	200	added ('OK')	image/png	date:Thu,%2001%20Feb%202018%2020:24:58%20GMT	http://galaxyanalytics.net/demos/psycology/img/footer-logo.png	C:/Users/david/Documents/Projetos/Templates/psychology%20care/galaxyanalytics.net/demos/psycology/img/footer-logo.png	(from http://galaxyanalytics.net/demos/psycology/)
12:53:42	89405/89405	---M--	200	added ('OK')	image/png	date:Thu,%2001%20Feb%202018%2020:24:56%20GMT	http://galaxyanalytics.net/demos/psycology/img/banner-persone.png	C:/Users/david/Documents/Projetos/Templates/psychology%20care/galaxyanalytics.net/demos/psycology/img/banner-persone.png	(from http://galaxyanalytics.net/demos/psycology/)
12:53:42	226/226	---M--	200	added ('OK')	image/png	date:Thu,%2001%20Feb%202018%2020:24:58%20GMT	http://galaxyanalytics.net/demos/psycology/img/location-icon.png	C:/Users/david/Documents/Projetos/Templates/psychology%20care/galaxyanalytics.net/demos/psycology/img/location-icon.png	(from http://galaxyanalytics.net/demos/psycology/)
12:53:43	54305/54305	---M--	200	added ('OK')	image/jpeg	date:Thu,%2001%20Feb%202018%2020:24:56%20GMT	http://galaxyanalytics.net/demos/psycology/img/banner-img.jpg	C:/Users/david/Documents/Projetos/Templates/psychology%20care/galaxyanalytics.net/demos/psycology/img/banner-img.jpg	(from http://galaxyanalytics.net/demos/psycology/)
12:53:46	44165/44165	---M--	200	added ('OK')	image/jpeg	date:Thu,%2001%20Feb%202018%2020:24:56%20GMT	http://galaxyanalytics.net/demos/psycology/img/bg-layer.jpg	C:/Users/david/Documents/Projetos/Templates/psychology%20care/galaxyanalytics.net/demos/psycology/img/bg-layer.jpg	(from http://galaxyanalytics.net/demos/psycology/)
12:53:46	21651/21651	---M--	200	added ('OK')	application/javascript	date:Thu,%2001%20Feb%202018%2020:25:04%20GMT	http://galaxyanalytics.net/demos/psycology/js/SmoothScroll.js	C:/Users/david/Documents/Projetos/Templates/psychology%20care/galaxyanalytics.net/demos/psycology/js/SmoothScroll.js	(from http://galaxyanalytics.net/demos/psycology/)
12:53:48	11780/11780	---M--	200	added ('OK')	application/javascript	date:Thu,%2001%20Feb%202018%2020:25:04%20GMT	http://galaxyanalytics.net/demos/psycology/js/jquery.sumoselect.min.js	C:/Users/david/Documents/Projetos/Templates/psychology%20care/galaxyanalytics.net/demos/psycology/js/jquery.sumoselect.min.js	(from http://galaxyanalytics.net/demos/psycology/)
12:53:48	9001/9001	---M--	200	added ('OK')	application/javascript	date:Thu,%2001%20Feb%202018%2020:25:04%20GMT	http://galaxyanalytics.net/demos/psycology/js/simple-lightbox.min.js	C:/Users/david/Documents/Projetos/Templates/psychology%20care/galaxyanalytics.net/demos/psycology/js/simple-lightbox.min.js	(from http://galaxyanalytics.net/demos/psycology/)
12:53:49	371/371	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2020%20Sep%202018%2015:53:49%20GMT	http://galaxyanalytics.net/demos/psycology/fonts/glyphicons-halflings-regular.eot	C:/Users/david/Documents/Projetos/Templates/psychology%20care/galaxyanalytics.net/demos/psycology/fonts/glyphicons-halflings-regular.eot	(from http://galaxyanalytics.net/demos/psycology/css/bootstrap.min.css)
12:53:49	371/371	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2020%20Sep%202018%2015:53:50%20GMT	http://galaxyanalytics.net/demos/psycology/fonts/glyphicons-halflings-regular.eot?	C:/Users/david/Documents/Projetos/Templates/psychology%20care/galaxyanalytics.net/demos/psycology/fonts/glyphicons-halflings-regulard41d.eot	(from http://galaxyanalytics.net/demos/psycology/css/bootstrap.min.css)
12:53:49	373/373	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2020%20Sep%202018%2015:53:50%20GMT	http://galaxyanalytics.net/demos/psycology/fonts/glyphicons-halflings-regular.woff2	C:/Users/david/Documents/Projetos/Templates/psychology%20care/galaxyanalytics.net/demos/psycology/fonts/glyphicons-halflings-regular.woff2	(from http://galaxyanalytics.net/demos/psycology/css/bootstrap.min.css)
12:53:49	372/372	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2020%20Sep%202018%2015:53:50%20GMT	http://galaxyanalytics.net/demos/psycology/fonts/glyphicons-halflings-regular.woff	C:/Users/david/Documents/Projetos/Templates/psychology%20care/galaxyanalytics.net/demos/psycology/fonts/glyphicons-halflings-regular.woff	(from http://galaxyanalytics.net/demos/psycology/css/bootstrap.min.css)
12:53:50	371/371	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2020%20Sep%202018%2015:53:50%20GMT	http://galaxyanalytics.net/demos/psycology/fonts/glyphicons-halflings-regular.ttf	C:/Users/david/Documents/Projetos/Templates/psychology%20care/galaxyanalytics.net/demos/psycology/fonts/glyphicons-halflings-regular.ttf	(from http://galaxyanalytics.net/demos/psycology/css/bootstrap.min.css)
12:53:50	9644/9644	---M--	200	added ('OK')	application/javascript	date:Thu,%2001%20Feb%202018%2021:11:22%20GMT	http://galaxyanalytics.net/demos/psycology/js/global.js	C:/Users/david/Documents/Projetos/Templates/psychology%20care/galaxyanalytics.net/demos/psycology/js/global.js	(from http://galaxyanalytics.net/demos/psycology/)
12:53:50	371/371	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2020%20Sep%202018%2015:53:51%20GMT	http://galaxyanalytics.net/demos/psycology/fonts/glyphicons-halflings-regular.svg	C:/Users/david/Documents/Projetos/Templates/psychology%20care/galaxyanalytics.net/demos/psycology/fonts/glyphicons-halflings-regular.svg	(from http://galaxyanalytics.net/demos/psycology/css/bootstrap.min.css)
12:53:54	85578/85578	---M--	200	added ('OK')	application/javascript	date:Thu,%2001%20Feb%202018%2020:56:00%20GMT	http://galaxyanalytics.net/demos/psycology/js/jquery.min.js	C:/Users/david/Documents/Projetos/Templates/psychology%20care/galaxyanalytics.net/demos/psycology/js/jquery.min.js	(from http://galaxyanalytics.net/demos/psycology/)
12:53:55	87228/87228	---M--	200	added ('OK')	application/javascript	date:Thu,%2001%20Feb%202018%2020:25:04%20GMT	http://galaxyanalytics.net/demos/psycology/js/swiper.jquery.min.js	C:/Users/david/Documents/Projetos/Templates/psychology%20care/galaxyanalytics.net/demos/psycology/js/swiper.jquery.min.js	(from http://galaxyanalytics.net/demos/psycology/)
12:54:02	76518/76518	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2001%20Feb%202018%2020:24:56%20GMT	http://galaxyanalytics.net/demos/psycology/fonts/fontawesome-webfont.eot?v=4.6.3	C:/Users/david/Documents/Projetos/Templates/psychology%20care/galaxyanalytics.net/demos/psycology/fonts/fontawesome-webfont5b62.eot	(from http://galaxyanalytics.net/demos/psycology/css/font-awesome.min.css)
12:54:03	76518/76518	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2001%20Feb%202018%2020:24:56%20GMT	http://galaxyanalytics.net/demos/psycology/fonts/fontawesome-webfont.eot?	C:/Users/david/Documents/Projetos/Templates/psychology%20care/galaxyanalytics.net/demos/psycology/fonts/fontawesome-webfontd41d.eot	(from http://galaxyanalytics.net/demos/psycology/css/font-awesome.min.css)
12:54:10	71896/71896	---M--	200	added ('OK')	font/woff2	date:Thu,%2001%20Feb%202018%2020:24:56%20GMT	http://galaxyanalytics.net/demos/psycology/fonts/fontawesome-webfont.woff2?v=4.6.3	C:/Users/david/Documents/Projetos/Templates/psychology%20care/galaxyanalytics.net/demos/psycology/fonts/fontawesome-webfont5b62.woff2	(from http://galaxyanalytics.net/demos/psycology/css/font-awesome.min.css)
12:54:10	391622/391622	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2001%20Feb%202018%2020:24:56%20GMT	http://galaxyanalytics.net/demos/psycology/fonts/fontawesome-webfont.svg?v=4.6.3	C:/Users/david/Documents/Projetos/Templates/psychology%20care/galaxyanalytics.net/demos/psycology/fonts/fontawesome-webfont5b62.svg	(from http://galaxyanalytics.net/demos/psycology/css/font-awesome.min.css)
12:54:11	4240/4240	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2001%20Feb%202018%2020:24:56%20GMT	http://galaxyanalytics.net/demos/psycology/fonts/Flaticon.eot	C:/Users/david/Documents/Projetos/Templates/psychology%20care/galaxyanalytics.net/demos/psycology/fonts/Flaticon.eot	(from http://galaxyanalytics.net/demos/psycology/css/flaticon.css)
12:54:11	2876/2876	---M--	200	added ('OK')	font/woff	date:Thu,%2001%20Feb%202018%2020:24:56%20GMT	http://galaxyanalytics.net/demos/psycology/fonts/Flaticon.woff	C:/Users/david/Documents/Projetos/Templates/psychology%20care/galaxyanalytics.net/demos/psycology/fonts/Flaticon.woff	(from http://galaxyanalytics.net/demos/psycology/css/flaticon.css)
12:54:12	18307/18307	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2001%20Feb%202018%2020:24:56%20GMT	http://galaxyanalytics.net/demos/psycology/fonts/Flaticon.svg	C:/Users/david/Documents/Projetos/Templates/psychology%20care/galaxyanalytics.net/demos/psycology/fonts/Flaticon.svg	(from http://galaxyanalytics.net/demos/psycology/css/flaticon.css)
12:54:13	4064/4064	---M--	200	added ('OK')	font/ttf	date:Thu,%2001%20Feb%202018%2020:24:56%20GMT	http://galaxyanalytics.net/demos/psycology/fonts/Flaticon.ttf	C:/Users/david/Documents/Projetos/Templates/psychology%20care/galaxyanalytics.net/demos/psycology/fonts/Flaticon.ttf	(from http://galaxyanalytics.net/demos/psycology/css/flaticon.css)
12:54:13	349/349	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2020%20Sep%202018%2015:54:13%20GMT	http://galaxyanalytics.net/demos/psycology/css/Flaticon.svg	C:/Users/david/Documents/Projetos/Templates/psychology%20care/galaxyanalytics.net/demos/psycology/css/Flaticon.svg	(from http://galaxyanalytics.net/demos/psycology/css/flaticon.css)
12:54:13	4240/4240	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2001%20Feb%202018%2020:24:56%20GMT	http://galaxyanalytics.net/demos/psycology/fonts/Flaticon.eot?	C:/Users/david/Documents/Projetos/Templates/psychology%20care/galaxyanalytics.net/demos/psycology/fonts/Flaticond41d.eot	(from http://galaxyanalytics.net/demos/psycology/css/flaticon.css)
12:54:13	90412/90412	---M--	200	added ('OK')	font/woff	date:Thu,%2001%20Feb%202018%2020:24:56%20GMT	http://galaxyanalytics.net/demos/psycology/fonts/fontawesome-webfont.woff?v=4.6.3	C:/Users/david/Documents/Projetos/Templates/psychology%20care/galaxyanalytics.net/demos/psycology/fonts/fontawesome-webfont5b62.woff	(from http://galaxyanalytics.net/demos/psycology/css/font-awesome.min.css)
